"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"643","nike-sport-trousers-heather-silver","looks great","ege b","i really liked how it looked",2023-12-22,3,"verified purchase"
"644","nike-sport-trousers-heather-silver","pantaloni sportivi nike","vinicio","perfetti ottimo rapporto qualitprezzo",2023-12-01,5,"verified purchase"
"645","nike-sport-trousers-heather-silver","sehr bequeme baumwolle kaum polyester","fs","auf  und ca  kg bei sportlicher figur passt xl wunderbardie hose ist genau wie gewollt aus baumwolle kein polyester und daher angenehm zu tragen wer nach sporthosen ohne elastan und von guter qualitt sucht wird hier fndig",2023-10-24,5,"verified purchase"
"646","nike-sport-trousers-heather-silver","gute hose","josephine quast","schnelle lieferung und gute qualitt",2023-12-09,5,"verified purchase"
"647","nike-sport-trousers-heather-silver","qualitt","susanne thoma","habe die fr meinen enkel gekauft er ist sehr zufrieden  gute qualitt und verarbeitungpasst genau ist nach dem waschen nicht eingelaufen ",2023-11-09,5,"verified purchase"
"648","nike-sport-trousers-heather-silver","pantalone leggero","liudmyla","bel pantalone leggero peccato che la differenza tra la taglia s e la m  troppo grande ho preso la m per mio figlio perch la s gi  un po piccola ma ho dovuto restituire perch nel bacino e la vite la taglia m risulta enorme",2023-04-02,5,"verified purchase"
"649","nike-sport-trousers-heather-silver","ottimo","dani","come sempre qualit nike perfettaordinate la vostra taglia",2023-07-05,4,"verified purchase"
"650","nike-sport-trousers-heather-silver","nike jogginghose","mike","schner schnitt und passt wie angegossenjederzeit wieder",2023-11-19,4,"verified purchase"
"651","nike-unisex-dri-fit-dri-fit-black","pantaln de deporte nike muy cmodo y suave","kike","este pantaln es perfecto para deporte transpira muy bien y es suave",2023-01-08,4,"verified purchase"
"652","nike-unisex-dri-fit-dri-fit-black","ok buono","carli","quello che mi aspettavo",2023-10-23,5,"verified purchase"
"653","nike-unisex-dri-fit-dri-fit-black","super","amazon kunde",NA,2024-03-08,5,"verified purchase"
"654","nike-unisex-dri-fit-dri-fit-black","top","larina","auch fr mnner die keine trainingshosen mgenabsolut schn l passt genau super qualitt",2024-02-28,5,"verified purchase"
"655","nike-unisex-dri-fit-dri-fit-black","etwas kurz","holger","leider ein wenig zu kurz aber fr den preis vollkommen okay",2024-01-31,5,"verified purchase"
"656","nike-unisex-dri-fit-dri-fit-black","sehr schne hose","ee","tolle jogginghose ist unten nicht so eng wie ich es gedacht habe aber passt schon",2024-02-10,4,"verified purchase"
"657","nike-unisex-dri-fit-dri-fit-black","good quality","khan mohammad haidary","the value is good at this price",2024-01-14,5,"verified purchase"
"658","nike-unisex-dri-fit-dri-fit-black","gut","ines","leider zu klein",2024-01-15,4,"verified purchase"
"659","nike-unisex-dri-fit-dri-fit-black","super preisleistungsverhltnis","michel lenz","gerade nikejogginghose knnen sonst teurer sein der stoff ist nicht der dickste aber fr den bequemen nachmittag ist sie super",2024-01-25,4,"verified purchase"
"660","nike-unisex-dri-fit-dri-fit-black",NA,"bernd ho","leider ohne reiverschluss an den taschen",2024-02-04,5,"verified purchase"
"661","nike-unisex-dri-fit-dri-fit-black","quality","trish bailey","excelent quality",2024-02-03,4,"verified purchase"
"662","nike-unisex-dri-fit-dri-fit-black","bequeme trainingshose","steffi","angegebene gre passt tadellosbequeme trainings freizeithose",2024-01-26,5,"verified purchase"
"663","nike-unisex-dri-fit-dri-fit-black","perfect fit","kindle customer","perfect fit great quality",2024-01-23,5,"verified purchase"
"664","nike-unisex-dri-fit-dri-fit-black","not that great","clin b","it is decent material not as good as other dryfit stuff but ok its tight enough around the calves but way too large up top and all and yet not toll enough at the same time im not sure who the heck did the sizingfor someone  i would have loved for them to be a couple of inches longer as well but that might be just my preference",2023-10-29,5,"verified purchase"
"665","nike-unisex-dri-fit-dri-fit-black","trainingshose nike","martin neulen","passt wackelt und hat luft wer den spruch kennt wei was damit auf lustige weise gemeint ist",2024-01-10,3,"verified purchase"
"666","nike-unisex-dri-fit-dri-fit-black","material nicht so toll","dennis","an und fr sich ist die hose okay das material fhlt sich nicht so toll an und liegt finde ich nicht so gut an der haut an liegt eventuell auch am schnitt ansonsten erfllt sie was eine hose soll daher drei sterne also nichts besonderes aber auch nichts schlechtes",2023-12-11,5,"verified purchase"
"667","nike-unisex-dri-fit-dri-fit-black","nice fit","steve","fit and feel perfect",2023-11-20,3,"verified purchase"
"668","nike-unisex-dri-fit-dri-fit-black","hose","khn  andreas","ist super",2023-08-28,5,"verified purchase"
"669","nike-unisex-dri-fit-dri-fit-black","bad stitching and awkward fit","har polt","stitching on hems started coming apart after a few wearsweird fit as the joggers flare out around thighshipthe little holes from the drawstring around a waist are too close so its annoying to tie them",2024-01-07,4,"verified purchase"
"670","nike-unisex-dri-fit-dri-fit-black","bad quality","anne morgan","i bought these for my husband when he had knee replacement surgery bc he couldnt wear jeans or regular pants the first time i washed them the entire hem on the bottom unraveled on one leg the other leg did the same and luckily my husband caught it under his foot before it caught under his foot or walker the g gradual brand was  better quality",2024-02-03,2,"verified purchase"
"671","nike-unisex-dri-fit-dri-fit-black","no hay muy buena calidad","buena pinta tiene la mochilaes formato pequeo","pensaba que era mejor calidadal segundo da se han abierto las fibras por la parte de atrs",2023-06-20,4,"verified purchase"
"672","nike-unisex-dri-fit-dri-fit-black","sehr angenehm zum tragen","prince talukder","schicke hose guter preis",2023-06-01,4,"verified purchase"
"673","nike-unisex-dri-fit-dri-fit-black","tolle hose","simbeck andreas","tolle bequeme hose guter preis",2023-10-15,4,"verified purchase"
"674","nike-unisex-dri-fit-dri-fit-black","gut zu tragende freizeithose","michaela w","die lieferung erfolgte schnell gut zu tragende ergonomisch geformte freizeithose",2023-10-30,5,"verified purchase"
"675","nike-unisex-dri-fit-dri-fit-black","to short for a  ft man","e weber","these are to short for a  ft man he also didnt  like the extra reinforcement at the knee we returned the pants",2024-03-10,5,"verified purchase"
"676","nike-unisex-dri-fit-dri-fit-black","hose","arthur hummel","artikel entspricht den erwartungen",2023-10-15,2,"verified purchase"
"677","nike-unisex-dri-fit-dri-fit-black","nike eben","ehrliche haut","was soll man viel dazu sagen typisch nike einfach gut locker luftig leicht und bequem zu tragenein stern abzug gibts die lnge ist etwas kurz bemessen fr kalte tage nichts im sommer aber umso besser",2023-07-26,5,"verified purchase"
"678","nike-unisex-dri-fit-dri-fit-black","sehr gute hose","noah","sehr gute hose habe schon mehr als  stck bestellt",2023-09-13,5,"verified purchase"
"679","nike-unisex-dri-fit-dri-fit-black","very short return option","justin g","after first wash hem came lose i tried to return but it was blocked disappointing as i like them",2023-10-24,5,"verified purchase"
"680","nike-unisex-dri-fit-dri-fit-black","nummern gre bestellen besser","justin g","l bestellt aber wie m also nummern gre bestellen besser",2023-08-16,2,"verified purchase"
"681","nike-unisex-dri-fit-dri-fit-black","nhte gehen laufend auf","amazon kunde","zweite hose schon davon aber jedesmal gingen die nhte auf die hose ist vom aussehen und der passform wirklich super schade aber noch eine wird nicht bestellt",2024-03-02,4,"verified purchase"
"682","nike-unisex-dri-fit-dri-fit-black","they were pants","melody","yeah they were pants but they definitely werent meant for men with muscular legs went to try them on and couldnt even get them over my calves but  no big deal we returned them and got a refund with no hassle",2023-04-25,1,"verified purchase"
"683","nike-unisex-dri-fit-dri-fit-black","schlechte qualitt","martina becherer","die qualitt ist schlecht wie bei den anderen rezessionen bekommt die hose nach kurzem laufmaschen die immer weiter aufgehen das heit man kann sie nach kurzem tragen entsorgen hose obwohl gnstig so nicht wert",2024-02-19,3,"verified purchase"
"684","nike-unisex-dri-fit-dri-fit-black","gut","moeini moeini","bequem",2023-03-08,1,"verified purchase"
"685","nike-unisex-dri-fit-dri-fit-black","naht am bein nach x tragen aufgegangen","amazon kunde","ich habe  trainingshosen bestellt nach einmal tragen sind bei beiden hosen die nhte am beinabschluss  s bild aufgegangen die qualitt lsst zu wnschen brig bitte teilen sie mir mit wie ich die hosen reklamieren kann",2024-02-10,4,"verified purchase"
"686","nike-unisex-dri-fit-dri-fit-black","hervorragend","amazon kunde","habe die hose fr meinen mann bestellt und der ist total begeistert super angenehm zu tragensuper qualitt",2023-06-18,1,"verified purchase"
"687","nike-unisex-dri-fit-dri-fit-black","gut","anja sehmsdorf","gut",2023-08-01,1,"verified purchase"
"688","nike-unisex-dri-fit-dri-fit-black","super  hose","toma mihaela","passt super  preis leistung top",2023-07-15,5,"verified purchase"
"689","nike-unisex-dri-fit-dri-fit-black","zweck ist erfllt","amazon kunde","qualitt eher geringaussehen guterfllt den zweck",2023-05-18,5,"verified purchase"
"690","nike-unisex-dri-fit-dri-fit-black","bequem","philippine pachl","gut",2023-07-15,5,"verified purchase"
"691","nike-unisex-dri-fit-dri-fit-black","for nike brand they are not made well seam unraveling","jo c reed","decent fit through thighs baggie in tummy area and seam in mid calve area that felt uncomfortable to me",2023-03-29,4,"verified purchase"
"692","nike-unisex-dri-fit-dri-fit-black","sitzt gut","thomas sarow","preis leistung stimmt sitzt gut und fhlt sich gut an bin sehr zufrieden",2023-05-09,3,"verified purchase"
"693","nike-unisex-dri-fit-dri-fit-black","perfect","yvonne","love this purchase",2023-06-22,5,"verified purchase"
"694","nike-unisex-dri-fit-dri-fit-black","ramunas","amazon customer","everything is good and comfortable but the bad thing is that the material does not smell good",2022-09-12,5,"verified purchase"
"695","nike-unisex-dri-fit-dri-fit-black","nhte gehen auf komplett","yildirim","ich habe die nike hose seit  monaten und unten sind alle nhte bereits aufgegangen ich empfehle es nicht weiter",2023-12-30,4,"verified purchase"
"696","nike-unisex-dri-fit-dri-fit-black","heads up","mike kramer","inside seam is large and scratchy",2023-04-11,1,"verified purchase"
"697","nike-unisex-dri-fit-dri-fit-black","bom produto","silva","bom produto",2022-09-28,3,"verified purchase"
"698","nike-unisex-dri-fit-dri-fit-black","size matters","c crabbs","i have pair of these that fit my legs quite snugly i had to return these i purchased the same size again and couldnt pull the waistband above my hips due to the knee part of the pants not being wide enough to pull over my calvesi laid the pants over the previous pair and the legs are significantly smaller",2023-06-08,4,"verified purchase"
"699","nike-unisex-dri-fit-dri-fit-black","defekt nach paar tagen tragen bitte um neu fr den preis","meyerskettels stephanie","enttuscht fr den preis schon defekt nach paar tagen also bitte um neu",2024-01-01,2,"verified purchase"
"700","nike-unisex-dri-fit-dri-fit-black","hose","meyerskettels stephanie","ein gutes preis leistungs verhltniss",2023-04-23,1,"verified purchase"
"701","nike-mens-trousers-xl",NA,NA,NA,NA,4,NA
"702","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"703","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"704","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"705","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"706","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"707","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"708","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"709","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"710","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"711","nike-mens-trousers-xl",NA,NA,NA,NA,4,NA
"712","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"713","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"714","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"715","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"716","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"717","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"718","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"719","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"720","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"721","nike-mens-trousers-xl",NA,NA,NA,NA,4,NA
"722","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"723","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"724","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"725","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"726","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"727","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"728","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"729","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"730","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"731","nike-mens-trousers-xl",NA,NA,NA,NA,4,NA
"732","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"733","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"734","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"735","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"736","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"737","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"738","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"739","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"740","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"741","nike-mens-trousers-xl",NA,NA,NA,NA,4,NA
"742","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
"743","nike-mens-trousers-xl",NA,NA,NA,NA,NA,NA
