"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"96","TOMMY HILFIGER Essential Leather Sneaker","Attention à la taille","Mario Kaszubowski","En lisant les commentaires j'ai pris une taille en dessous, ok pour la longueur cependant la largeur posait problème et entraînait des douleurs. Amazon à effectué l'échange pour me renvoyer ma taille habituelle du coup les chaussures sont confortables.","Reviewed in Germany on 25 January 2024","5.0 out of 5 stars","Verified Purchase"
"97","TOMMY HILFIGER Essential Leather Sneaker","Cuir dur au début","Isler","Chaussures peu confortables au début, il faut les faire peu à peu","Reviewed in Germany on 9 February 2024","4.0 out of 5 stars","Verified Purchase"
"98","TOMMY HILFIGER Essential Leather Sneaker","tres bien , esthétique","CHAUVET JEAN-LUC","bonne chaussuresje glisse un peu sur l'arrieremais autrement entièrement satisfait","Reviewed in France on 24 October 2023","5.0 out of 5 stars","Verified Purchase"
"99","TOMMY HILFIGER Essential Leather Sneaker","Belles","rvc","Taille très grand 41 vaut un grand 42","Reviewed in France on 13 November 2023","4.0 out of 5 stars","Verified Purchase"
"100","TOMMY HILFIGER Essential Leather Sneaker","Numero 40 grande","Cyril 33","Produto de média qualidade. Escolhi o numero 40, que é o que habitualmente calço e este modelo é demasiado grande.","Reviewed in France on 13 November 2023","4.0 out of 5 stars","Verified Purchase"
"101","Xero Shoes HFS Lightweight Barefoot Inspired","READ THE REVIEWS...BOUGHT A PAIR...THE REVIEWS WERE RIGHT","johnnyjohnny","i'm a minimalist runner who took an exceptionally long time in semi-minimal transition shoes, never sure i'd go all the way because i run on concrete and asphalt. the reason i went minimal was herniated L4 L5 back discs that docs said needed surgery and i should never run again. the minimal-esque running allowed me to keep running, but i kept it at zero drop shoes with thicker 24ish mm soles because of the concrete. of late i could feel that the pounding from the thicker soles blunting my foot/ground feel was ironically causing damage to my back (i go 65min). having tried full minimal 5 years ago my feet were just not strong enough to not hurt. but a week ago i took an old 10mm minimal pair of mine to see if i could handle it to save my back...and it was much much better. so i jumped into the reviews of a half dozen brands to get a true minimal shoe and Zero HFS came out pretty much on top. despite going down to 8mm in the HFS, i did great. i could feel my entire body (esp my upper torso/arms) getting a fuller workout. it's a great shoe with a serious purpose helping me keep running despite the back injury. note: i did think the bulbous front made it look too much like a clown shoe prior to my first run...happy to say the shoe (like my cowboy boots) conforms to the foot with use and the clown/duckfoot look has diminished. thanks for an excellent shoe!","Reviewed in the United States on 28 July 2023","4.5 out of 5 stars","Verified Purchase"
"102","Xero Shoes HFS Lightweight Barefoot Inspired","Defective shoes replaced","Michov","This is an update to my original review.  The first pair of shoes I recived quickly got some damage on the tongue lace-holder, and the shoe didn't fit quite well as another pair I had before.  After contacting directly the vendor I got the shoes replaced very quickly. Great service!","Reviewed in the United States on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"103","Xero Shoes HFS Lightweight Barefoot Inspired","Transition sucked but my feet feel stronger","Michov","I tried Vibrams before but felt silly and I couldnt ever bring myself to wear them fulltime. When I got these I did that thing your not supposed to and full switched to these as my only shoes. It sucked pretty bad for the first 2 weeks. Pretty much like walking on concrete barefoot the entire time. Now my feet feel stronger and I only ever get tired foot pain after a busy long week.I would rate these higher but I tried wearing barefoot once or twice but the shoe rubs on my middle toe joint. Never seems to be a problem while wearing socks though.","Reviewed in the United States on 22 September 2023","4.0 out of 5 stars","Verified Purchase"
"104","Xero Shoes HFS Lightweight Barefoot Inspired","Roomy, comfortable, good value","Tagifras","I'm typically a 10.5 4E (Saucony, NB), got a size 11 as recommended by reviewers.Shoes feels pretty loose and roomy, not just in the toe box, but also around the mid foot section, I would've guess the shoe is probably equivalent to a 4E.  Anyone with a fat foot or a flat foot shouldn't have any problem fitting in, unlike other brands.Just from the shape alone, since my big toe is shorter then my 2nd toe, I'd probably be fine with a size 10.5 since there's already plenty of room for my dominant toe.Definitely not your beginner barefoot transition shoe.  I've been running on flats and Vibram5fingers, and the feel is definitely more like my VFF, but more comfortable, and you can feel the ground.I'll definitely stick to Xeros for a while!","Reviewed in the United States on 18 May 2023","4.0 out of 5 stars","Verified Purchase"
"105","Xero Shoes HFS Lightweight Barefoot Inspired","I Finally Found My Favorite Running Shoes!","Mtnbiker","For years I had been purchasing different minimalist shoes, some expensive and some cheap, looking for a comfortable road running shoe that would last more than a couple of months before wearing through the sole. I run a little over 21 miles a week. I had ""settled"" on another brand of minimalist running shoes because they would last from four to five months. However, the quality began to wane badly, and the last pair I purchased didn't even last 2 months. My wife saw an ad for Xero shoes with a 5,000 mile guarantee and suggested them to me.Wow, not only are these the most comfortable shoes I've ever worn, but they swallowed my running route whole and spit out the gravel! At last, I have found the shoes that have eluded me all these years.","Reviewed in the United States on 21 September 2023","4.0 out of 5 stars","Verified Purchase"
"106","Xero Shoes HFS Lightweight Barefoot Inspired","Great product","Michael E","I have been wearing these shoes for all of my exercise sessions over the last few months of ownership.Overall I am pretty impressed and I am happy with them because I desperately needed new exercise footwear.I could not find anything to complain about with these shoes, and that is the highest possible award I can give the product.","Reviewed in the United States on 10 December 2023","4.0 out of 5 stars","Verified Purchase"
"107","Xero Shoes HFS Lightweight Barefoot Inspired","Very comfortable shoes","Amazon Customer","Update: My only issue with these is the insole. Black insoles have some color dye issue and the black dye seems to create spots on socks each time I wear them. The shoes are more than 2 years old and it still keeps on happening. I just ordered HFS 2 today. Hope they don't have the same issue.With regular sneakers, I used to have pain in the feet, calves and back of thighs. I came across Xero Shoes and bought this pair nearly 2 years back. Most of my feet pain is gone. These are very light and comfortable shoes. With the HFS running shoes, I have walked for 7 miles at a time, ran 4-5 miles 3x per week.Highly recommend it. I bought another pair for office use after success with the 1st one.","Reviewed in the United States on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"108","Xero Shoes HFS Lightweight Barefoot Inspired","Great shoe but started falling apart in toes.","Anonymous_1978","Had these shoes for about 4 months. Got close to 100 miles out of them and they started to fall apart in on the edge of the soles. I reached out to xero to get them replaced and they got back to me. Glad they got back to me, and can get them replaced under warranty","Reviewed in the United States on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
"109","Xero Shoes HFS Lightweight Barefoot Inspired","Great travel shoe","Fit horrible, and not that comfortable","As an airline pilot I am always looking for the perfect travel shoes. Living out of a suitcase for half of the week you quickly figure out how much space a pair of shoes takes up. This is what originally got me into wearing minimalist/barefoot shoes about ten years ago. Since then I have gone back-and-forth between wearing minimalist and traditional shoes. I recently switched to international flying and once again had to address my travel shoe needs. The Xero Shoes Men's HFS shoe fits my travel needs perfectly. Supper comfortable, the laces cinch down perfectly and holds it’s position. I think this design would accommodate a good number foot widths. I love working out in them, using them on long city walks or just kicking back in them on layovers. Normally my travel shoes stay in my suitcase when I’m home but I keep taking them out to workout in because I’m enjoying them so much. (Maybe I should get a second pair 😁) They don’t look too wide in the toe box. We all know how some of these shoes make you look like you have duck feet. As my wife has pointed out about several other shoes I have owned in the past. Xero shoes has done a good job on updating there designs. Not sure I love all their colors. This could be an area they could improve on. I like this shoe so much I recently picked up a pair of Xero Shoes DayLite Hiker Fusion Hiking Boots. Not sure if I’ll use this shoe for my work travels but I’m thinking it will be a good shoe for local hiking and fishing in Colorado. I’ll post a review later. Next on my list will be a pair of  running sandals and an all around travel shoe (I have a big wishlist for this one). I’ll post an update if I find some that I like. Safe travels!","Reviewed in the United States on 8 March 2022","4.0 out of 5 stars","Verified Purchase"
"110","Xero Shoes HFS Lightweight Barefoot Inspired","Toe box","Fit horrible, and not that comfortable","For a barefoot shoe, the toe box could be a lot wider","Reviewed in the United States on 27 February 2024","5.0 out of 5 stars","Verified Purchase"
"111","Xero Shoes HFS Lightweight Barefoot Inspired","Comfortable, wider than most","SuppingSam","I like these shoes ! They are almost too wide for me but they lace up snuggly and make it OK. The shoelaces are like heavy parachute cord… i wish all my shoes had them.Shoes are very light and i enjoy wearing for casual and balance/agility types of work outs.Packaging was all recyclable and easy to breakdown.","Reviewed in the United States on 6 September 2023","4.5 out of 5 stars","Verified Purchase"
"112","Xero Shoes HFS Lightweight Barefoot Inspired","Surpassed My Expectations","David Bedard","I feel like now I can write an honest review. I have run for years, 3 5k per week. My go to shoes were NB or Brooks and I loved them. Started seeing Xero Shoes pop up on social media and YouTube. I looked them for months and it seemed like a gimmick product. After some time I said ok I am going to try this shoe and see if they meet their hype. In July of this year I ordered the Prio Cross Trainer model. Now their instructions said adjust over a couple of weeks. Well I said hell no and put them to the test right out of the box. I wore them every chance I got for 30 days straight. I found them comfortable right out of the box and I did not experience any foot or leg discomfort during the break period. I began liking them the more I wore them. At day 31 I put my Brooks Adrenaline runners on. Within 15 mins I was aware of how unbalanced I was in that shoe and while walking around in my home said, I can’t wear these any more I have to put my Xero Shoes on. I swear I referred to them specifically. I have since purchased 2 pairs of the HFS model runners and they are my favorite shoe. I wear them every day. In my old shoes at the end of the day I would change to my slides, I literally have these on until I go to bed. Closest thing to walking barefoot and still having a shoe on.","Reviewed in the United States on 7 December 2022","4.0 out of 5 stars","Verified Purchase"
